dataset,uc,file,line,anaphora,optional,requirements_length,starts_without_nounphrase,incomplete_comparisons,passive,sentence_complexity,negation
itrust,UC36,UC36S3,1,False,False,11,False,False,False,3,False
itrust,UC36,UC36S3,2,False,False,33,False,False,False,8,False
itrust,UC18,UC18S1,1,False,False,33,False,False,False,8,False
itrust,UC18,UC18S2,1,False,False,25,False,False,False,6,False
itrust,UC18,UC18S2,2,False,False,27,True,False,True,5,True
itrust,UC18,UC18E1,1,False,False,14,False,False,False,2,False
itrust,UC18,UC18E2,1,False,False,14,False,False,False,2,False
itrust,UC35,UC35S1,1,True,False,28,False,False,True,7,False
itrust,UC35,UC35S1,2,True,False,16,False,False,False,4,False
itrust,UC35,UC35S1,3,True,False,24,False,False,False,6,False
itrust,UC35,UC35S1,4,True,False,24,False,False,True,8,False
itrust,UC35,UC35S2,1,True,False,24,False,False,True,7,False
itrust,UC35,UC35S2,2,True,False,13,False,False,False,4,False
itrust,UC35,UC35S2,3,True,False,24,False,False,False,6,False
itrust,UC35,UC35S2,4,True,False,24,False,False,True,8,False
itrust,UC19,UC19S1,1,True,False,49,False,False,False,10,False
itrust,UC19,UC19S1,2,False,False,23,False,True,True,3,False
itrust,UC19,UC19S2,1,False,False,15,False,False,False,5,False
itrust,UC19,UC19S2,2,False,False,31,True,True,True,7,False
itrust,UC19,UC19S3,1,False,False,10,False,False,True,2,False
itrust,UC19,UC19S3,2,True,False,29,False,False,False,10,False
itrust,UC19,UC19E1,1,False,False,15,False,False,False,2,False
itrust,UC19,UC19E2,1,False,False,9,False,False,False,2,True
itrust,UC19,UC19E2,2,False,False,14,False,False,False,2,True
itrust,UC16,UC16,1,False,False,17,True,False,False,4,False
itrust,UC16,UC16,2,False,False,26,False,False,False,6,False
itrust,UC16,UC16,3,False,False,20,False,False,False,4,False
itrust,UC16,UC16,4,False,False,34,True,False,True,7,False
itrust,UC16,UC16,5,False,False,12,False,False,False,3,False
itrust,UC16,UC16E1,1,True,False,38,False,False,True,8,True
itrust,UC15,UC15S1,1,True,False,20,False,False,False,6,False
itrust,UC15,UC15S1,2,False,False,81,False,False,False,18,False
itrust,UC15,UC15S2,1,True,False,15,False,False,False,5,False
itrust,UC15,UC15S2,2,False,False,59,False,False,False,18,False
itrust,UC15,UC15S2,3,False,False,54,False,False,False,13,False
itrust,UC15,UC15S3,1,True,False,20,False,False,False,6,False
itrust,UC15,UC15S3,2,False,False,41,False,False,False,9,False
itrust,UC15,UC15S4,1,False,False,26,False,False,False,6,False
itrust,UC15,UC15S4,2,False,False,47,False,False,False,11,False
itrust,UC15,UC15E1,1,False,False,14,False,False,False,2,False
itrust,UC1,UC1S1,1,False,False,15,False,False,False,4,False
itrust,UC1,UC1S1,2,False,False,9,False,False,False,2,False
itrust,UC1,UC1S1,3,True,False,32,False,False,False,7,False
itrust,UC1,UC1S1,4,False,False,31,False,False,False,5,False
itrust,UC1,UC1S1,5,False,False,21,False,False,True,4,True
itrust,UC1,UC1S1,6,False,False,21,False,False,False,4,True
itrust,UC1,UC1S2,1,False,False,12,False,False,False,3,False
itrust,UC1,UC1S2,2,False,False,12,False,False,True,3,False
itrust,UC1,UC1E1,1,True,False,35,False,False,False,9,True
itrust,UC1,UC1E2,1,True,False,24,False,False,True,4,False
itrust,UC1,UC1E2,2,False,False,10,False,False,True,1,False
itrust,UC26,UC26S1,1,False,False,13,False,False,False,3,False
itrust,UC26,UC26S1,2,True,False,55,False,False,False,9,False
itrust,UC26,UC26S1,3,False,False,22,False,False,False,3,False
itrust,UC26,UC26S1,4,False,False,12,False,False,False,3,False
itrust,UC26,UC26S2,1,False,False,15,False,False,False,3,False
itrust,UC26,UC26S2,2,False,False,23,False,False,False,6,False
itrust,UC26,UC26S3,1,False,False,26,False,False,False,5,True
itrust,UC26,UC26S3,2,True,False,39,False,False,False,9,False
itrust,UC26,UC26S3,3,False,False,14,False,False,False,3,False
itrust,UC26,UC26S4,1,False,False,15,False,False,False,3,False
itrust,UC26,UC26S4,2,False,False,20,False,False,False,4,False
itrust,UC26,UC26S4,3,False,False,17,False,False,True,4,False
itrust,UC26,UC26E1,1,False,False,12,False,False,False,2,True
itrust,UC26,UC26E1,2,False,False,8,False,False,False,2,False
itrust,UC26,UC26E2,1,False,False,11,False,False,False,2,True
itrust,UC26,UC26E2,2,False,False,8,False,False,False,2,False
itrust,UC21,UC21S1,1,False,False,18,False,False,False,5,False
itrust,UC21,UC21E1,1,False,False,15,False,False,False,2,False
itrust,UC21,UC21E2,1,False,False,9,False,False,False,2,True
itrust,UC21,UC21E2,2,False,False,16,False,False,False,3,True
itrust,UC22,UC22S1,1,True,False,55,False,False,False,11,False
itrust,UC22,UC22S1,2,True,False,20,False,False,False,5,True
itrust,UC22,UC22S1,3,False,False,27,True,False,True,5,True
itrust,UC22,UC22S2,1,True,False,39,False,False,True,11,False
itrust,UC22,UC22S2,2,False,False,49,False,False,True,10,False
itrust,UC22,UC22S2,3,False,False,53,False,False,False,12,False
itrust,UC22,UC22S3,1,True,False,44,False,False,False,10,False
itrust,UC22,UC22S3,2,False,False,12,False,False,False,2,False
itrust,UC22,UC22S3,3,False,False,47,False,False,False,12,False
itrust,UC22,UC22S3,4,False,False,20,False,False,False,4,False
itrust,UC22,UC22S3,5,True,False,37,False,False,False,8,False
itrust,UC22,UC22S3,6,False,False,47,True,False,False,11,False
itrust,UC22,UC22E1,1,False,False,12,False,False,False,2,False
itrust,UC22,UC22E2,1,False,False,22,False,False,False,5,False
itrust,UC32,UC32S1,1,True,False,69,False,False,True,10,False
itrust,UC32,UC32S2,1,False,False,11,False,False,True,2,False
itrust,UC32,UC32S2,2,False,False,49,False,False,False,10,False
itrust,UC32,UC32S2,3,False,False,22,False,False,True,4,False
itrust,UC32,UC32S2,4,False,False,32,True,False,True,6,False
itrust,UC32,UC32S2,5,False,False,23,False,False,False,6,False
itrust,UC32,UC32E1,1,False,False,16,True,False,True,3,False
itrust,UC5,UC5S1,1,False,False,21,True,False,True,5,False
itrust,UC5,UC5S2,1,False,False,52,True,False,True,12,False
itrust,UC2,UC2S1,1,False,False,30,False,False,False,8,False
itrust,UC2,UC2S1,2,True,False,21,False,False,True,5,False
itrust,UC2,UC2S1,3,False,False,44,False,False,False,12,False
itrust,UC2,UC2S1,4,False,False,25,False,False,False,4,False
itrust,UC2,UC2S1,5,False,False,6,True,False,False,1,False
itrust,UC2,UC2S1,6,False,False,31,False,False,True,7,False
itrust,UC2,UC2S1,7,False,False,22,False,False,False,4,False
itrust,UC2,UC2S1,8,False,False,32,False,False,True,7,False
itrust,UC2,UC2S1,9,False,False,22,False,False,False,4,False
itrust,UC2,UC2S2,1,False,False,23,False,False,False,6,False
itrust,UC2,UC2E2,1,True,False,24,False,False,True,4,False
itrust,UC2,UC2E2,2,False,False,10,False,False,True,1,False
itrust,UC24,UC24,1,False,False,31,False,False,False,5,False
itrust,UC24,UC24,2,False,False,11,True,False,False,2,False
itrust,UC24,UC24,3,False,False,15,True,False,False,3,False
itrust,UC24,UC24,4,False,False,22,True,False,False,6,False
itrust,UC24,UC24,5,False,False,8,False,False,False,2,False
itrust,UC3,UC3S1,1,False,False,26,True,False,True,4,True
itrust,UC3,UC3S2,1,True,False,15,False,False,False,4,False
itrust,UC3,UC3S2,2,False,False,6,False,False,True,1,False
itrust,UC3,UC3S3,1,False,False,13,False,False,False,3,False
itrust,UC3,UC3S3,2,True,False,29,True,False,False,9,False
itrust,UC3,UC3S4,1,True,False,60,False,False,True,16,False
itrust,UC3,UC3S5,1,False,False,17,False,False,True,5,False
itrust,UC3,UC3E1,1,False,False,7,False,False,False,1,False
itrust,UC3,UC3E1,2,False,False,32,True,False,False,7,False
itrust,UC3,UC3E2,1,False,False,27,True,False,True,7,True
itrust,UC40,UC40S1,1,True,False,27,False,False,False,7,False
itrust,UC40,UC40S1,2,False,False,18,False,False,False,4,False
itrust,UC40,UC40S1,3,False,False,19,False,False,False,4,False
itrust,UC40,UC40S2,1,True,False,45,False,False,False,10,False
itrust,UC40,UC40S2,2,False,False,14,False,False,True,3,False
itrust,UC40,UC40S2,3,False,False,19,False,False,False,4,False
itrust,UC40,UC40S2,4,False,False,29,True,False,False,7,False
itrust,UC40,UC40S2,5,False,False,20,False,False,False,5,False
itrust,UC40,UC40S2,6,False,False,48,True,False,True,10,False
itrust,UC40,UC40S2,7,False,False,19,False,False,False,4,False
itrust,UC40,UC40S2,8,True,False,37,True,False,False,8,False
itrust,UC40,UC40S2,9,False,False,21,False,False,False,4,False
itrust,UC40,UC40S3,1,False,False,23,True,False,False,6,False
itrust,UC40,UC40S3,2,True,False,37,False,False,False,8,False
itrust,UC40,UC40S4,1,True,False,88,False,False,False,20,False
itrust,UC40,UC40S5,1,True,False,35,False,False,False,8,False
itrust,UC40,UC40S5,2,True,False,92,True,False,False,23,False
itrust,UC40,UC40S6,1,True,False,81,False,False,False,20,False
itrust,UC40,UC40S7,1,True,False,68,False,False,True,16,False
